Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,Signed Using,Guaranteed,Birthplace,HomeTown,HighSchool,College,Past Pro,Past Pro 2,Twitter_id,Twitter_username,Twitter_followers,Twitter_friends,birthPlace,birthPlace_url,weight,nationality,dob,college,weeki_comment,high_school,height
141,"Paul Pierce","WAS","$5305000","$5543725","","","","","MLE","$5305000","","","","","","","","paulpierce34","3365726 followers ","","{California|Oakland California}","{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Oakland,_California}",106596,"NULL","1977-10-13","Kansas Jayhawks men's basketball","Paul Anthony Pierce (born October 13 1977) is an American professional basketball small forward with the Brooklyn Nets of the National Basketball Association (NBA). Pierce was a high school McDonald's All-American and earned First Team All-America honors in his junior year at Kansas.Pierce spent the first fifteen years of his career with the Boston Celtics who drafted him with the 10th overall pick in the 1998 NBA Draft.","NULL",2.0066
492,"Peyton Siva","ORL","$100000","","","","","","","$100000","","","","","","","","PeypeySiva3","78667 followers ","","{Seattle|Washington (state)}","{http://dbpedia.org/resource/Seattle|http://dbpedia.org/resource/Washington_(state)}",83916,"NULL","1990-10-24","Louisville Cardinals men's basketball","Peyton Robert Siva Jr. (born October 24 1990) is an American professional basketball player who currently plays for the Detroit Pistons of the National Basketball Association (NBA). Siva played college basketball for Louisville leading the school to two Final Fours including a national championship his senior season. He was drafted by the Detroit Pistons who selected him as the 56th overall pick in the 2013 NBA Draft.","NULL",1.8288
441,"Phil Pressey","BOS","$816482","$947276","","","","","Mini MLE","$816482","","","","","","","","philpressey","30677 followers ","","Dallas","http://dbpedia.org/resource/Dallas",79380,"NULL","1991-02-17","Missouri Tigers men's basketball","Phil Michael Pressey (born February 17 1991) is an American professional basketball player for the Boston Celtics of the National Basketball Association (NBA). As a junior playing point guard for the 2012–13 Missouri Tigers men's basketball team Pressey announced on April 10 2013 that he would forgo his senior season of eligibility at Missouri and enter the 2013 NBA draft instead.","NULL",1.8034
476,"Pierre Jackson","PHI","$400000","","","","","","","$400000","","","","","","","","","","","Las Vegas","http://dbpedia.org/resource/Las_Vegas",81648,"NULL","1991-08-29","Baylor Bears basketball","Pierre Deshawn Jackson (born August 29 1991) is an American professional basketball player who last played for Fenerbahçe Ülker of the Turkish Basketball League. He is a point guard who played for Baylor University and was one of the top college players for the 2012–13 season.","NULL",1.778
400,"Quincy Acy","NYK","$915243","","","","","","Cap Space","$915243","","","","","","","","QuincyAcy","31918 followers ","","Tyler Texas","http://dbpedia.org/resource/Tyler,_Texas",102060,"NULL","1990-10-06","Baylor Bears basketball","Quincy Jyrome Acy (born October 6 1990) is an American professional basketball player who currently plays for the Sacramento Kings of the National Basketball Association (NBA).","NULL",2.0066
490,"Quincy Miller","DEN","$150000","","","","","","","$150000","","","","","","","","qmillertime","40255 followers ","","{Chicago|Illinois|North Chicago Illinois}","{http://dbpedia.org/resource/Chicago|http://dbpedia.org/resource/Illinois|http://dbpedia.org/resource/North_Chicago,_Illinois}",95256,"NULL","1992-11-18","Baylor Bears basketball","Quincy Cortez Miller (born November 18 1992) is an American professional basketball player who currently plays for the Denver Nuggets of the National Basketball Association (NBA). He has also played with the Iowa Energy of the NBA D-League.He was born in the Chicago metropolitan area and was raised there until the age of 13 at which point he moved to live with an uncle in North Carolina so that he could live a better life.","NULL",2.0574
219,"Quincy Pondexter","NOP","$3146068","$3382023","$3617978","$3853931","","","1st Round Pick","$14000000","","","","","","","","QuincyPondexter","59416 followers ","","Fresno California","http://dbpedia.org/resource/Fresno,_California",102287,"NULL","1988-03-10","Washington Huskies men's basketball","Quincy Coe Pondexter (born March 10 1988) is an American professional basketball player who currently plays for the Memphis Grizzlies of the National Basketball Association (NBA). He played high school basketball in Fresno California at San Joaquin Memorial High School where his father Roscoe and uncle Clifton Pondexter were All-American basketball players themselves and continued their basketball skills at the professional levels.","NULL",1.9812
37,"Rajon Rondo","DAL","$12909091","","","","","","Bird Rights","$12909091","","","","","","","","RajonRondo","1719296 followers ","","Louisville Kentucky","http://dbpedia.org/resource/Louisville,_Kentucky",84369.60000000001,"NULL","1986-02-22","Kentucky Wildcats men's basketball","Rajon Pierre Rondo (born February 22 1986) is an American professional basketball point guard with the Boston Celtics of the National Basketball Association (NBA). Born in Louisville Kentucky Rondo attended Eastern High School and Oak Hill Academy before receiving a scholarship from the University of Kentucky. He played for two years at Kentucky before declaring for the 2006 NBA Draft.","NULL",1.8542
274,"Ramon Sessions","SAC","$2077000","$2170465","","","","","BAE","$4247465","","","","","","","","","","","Myrtle Beach South Carolina","http://dbpedia.org/resource/Myrtle_Beach,_South_Carolina",86184,"NULL","1986-04-11","Nevada Wolf Pack men's basketball","Ramon Sessions (born April 11 1986) is an American professional basketball guard with the Milwaukee Bucks of the National Basketball Association (NBA). He was drafted by the Milwaukee Bucks with the 56th pick in the 2007 NBA Draft. Sessions played collegiately at the University of Nevada for three years. Sessions ranks second in career assists at Nevada with 478. In Sessions' final season at Nevada he averaged 12.3 points 4.7 rebounds 4.7 assists and 0.9 steals per game.","NULL",1.905
221,"Randy Foye","DEN","$3135000","$3270000","","","","","Non Bird Rights","$6405000","","","","","","","","randyfoye","89470 followers ","","Newark New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey",96616.8,"NULL","1983-09-24","Villanova Wildcats men's basketball","Randy Foye (born September 24 1983) is an American professional basketball player who currently plays for the Denver Nuggets of the NBA. He played collegiately at Villanova University. He was selected seventh overall in the 2006 NBA Draft by the Boston Celtics immediately traded to the Portland Trail Blazers and later traded to the Minnesota Timberwolves.","NULL",1.9304
319,"Rasual Butler","WAS","$1448490","","","","","","Minimum Salary","","","","","","","","","RasualButler45","74245 followers ","","Philadelphia","http://dbpedia.org/resource/Philadelphia",97524,"NULL","1979-05-23","La Salle Explorers men's basketball","Rasual Butler (born May 23 1979) is an American professional basketball swingman with the Indiana Pacers of the NBA. He was born in Philadelphia Pennsylvania and raised in the Point Breeze area of south Philadelphia.","NULL",2.0066
190,"Raymond Felton","DAL","$3793693","$3950313","","","","","Cap Space","$3793693","","","","","","","","RFeltonGBMS","89350 followers ","","Marion South Carolina","http://dbpedia.org/resource/Marion,_South_Carolina",92988,"NULL","1984-06-26","North Carolina Tar Heels men's basketball","Raymond Bernard Felton Jr. (born June 26 1984) is an American professional basketball point guard with the New York Knicks of the National Basketball Association (NBA). Felton is listed at 6'1 and 205 lbs. Felton played college basketball at the University of North Carolina under head coach Roy Williams. At North Carolina Felton led the Tar Heels to a national championship before declaring for the NBA Draft. Felton was drafted 5th overall in the 2005 NBA Draft.","NULL",1.8542
351,"Reggie Bullock","PHO","$1200720","$1252440","$2255644","","","","","$2453160","","","","","","","","ReggieBullock35","69771 followers ","","Baltimore","http://dbpedia.org/resource/Baltimore",92988,"NULL","1991-03-16","North Carolina Tar Heels men's basketball","Reginald Ryedell Reggie Bullock (born March 16 1991) is an American professional basketball player who currently plays for the Los Angeles Clippers of the NBA. He played college basketball the University of North Carolina. While attending Kinston High School he was ranked #16 in the nation and was the #3 high school shooting guard for the class of 2010.","NULL",2.0066
299,"Reggie Evans","SAC","$1768653","","","","","","Non Bird Rights","$1768653","","","","","","","","ReggieEvans30","62340 followers ","","Pensacola Florida","http://dbpedia.org/resource/Pensacola,_Florida",111132,"NULL","1980-05-18","{Coffeyville Community College|Iowa Hawkeyes men's basketball}","Reginald Jamaal Reggie Evans (born May 18 1980) is an American professional basketball player who currently plays for the Sacramento Kings of the NBA. While limited in his offensive game Evans is known for his rebounding tenacity and hustle on the defensive end. In 2012 Evans made history by becoming the first player to be fined by the NBA for flopping.","NULL",2.032
412,"Richard Jefferson","DAL","$1448490","","","","","","Minimum Salary","$1448490","","","","","","","","","","","Los Angeles","http://dbpedia.org/resource/Los_Angeles",106142,"NULL","1980-06-21","Arizona Wildcats men's basketball","Richard Allen Jefferson (born June 21 1980) is an American professional basketball player who currently plays for the Utah Jazz of the National Basketball Association (NBA). He was also a member of the USA men's national basketball team at the 2003 Tournament of the Americas and the Athens 2004 Summer Olympics.","NULL",2.0066
439,"Ricky Ledo","DAL","$816482","$947276","$1015696","","","","","$816482","","","","","","","","","","","Providence Rhode Island","http://dbpedia.org/resource/Providence,_Rhode_Island",88452,"NULL","1992-09-10","NULL","Ricardo Ricky Ledo (born September 10 1992) is an American-Puerto Rican professional basketball player who currently plays for the Texas Legends of the NBA D-League on assignment from the Dallas Mavericks of the National Basketball Association (NBA). He committed to play for the Providence Friars but the National Collegiate Athletic Association (NCAA) ruled him academically ineligible to play during his freshman season in 2012–13.","NULL",2.0066
148,"Ricky Rubio","MIN","$5070686","$12365000","$13292375","$14219750","$15147125","","1st Round Pick","$60094936","","","","","","","","rickyrubio9","1637855 followers ","","{Spain|El Masnou|Province of Barcelona}","{http://dbpedia.org/resource/Spain|http://dbpedia.org/resource/El_Masnou|http://dbpedia.org/resource/Province_of_Barcelona}",83916,"NULL","1990-10-21","NULL","Ricard Ricky Rubio i Vives (born October 21 1990) is a Spanish professional basketball player who currently plays for the Minnesota Timberwolves of the National Basketball Association (NBA). Rubio became the youngest player ever to play in the Spanish ACB League on October 15 2005 at age 14. He made his Euroleague debut on October 24 2006 at age 16 becoming the first player born in the 1990s to play in a Euroleague game.","NULL",1.9304
421,"Robbie Hummel","MIN","$880000","","","","","","","$880000","","","","","","","","RobbieHummel","30093 followers ","","Valparaiso Indiana","http://dbpedia.org/resource/Valparaiso,_Indiana",99792,"NULL","1989-03-08","Purdue Boilermakers men's basketball","Robert John Robbie Hummel (born March 8 1989) is an American professional basketball player who currently plays for the Minnesota Timberwolves of the NBA. He played college basketball at Purdue University.","Valparaiso High School",2.032
375,"Robert Covington","PHI","$1000000","$1000000","$1015696","$1087745","","","","","","","","","","","","Holla_At_Rob33","7507 followers ","","Bellwood Illinois","http://dbpedia.org/resource/Bellwood,_Illinois",97524,"NULL","1990-12-14","Tennessee State Tigers basketball","Robert Covington (born December 14 1990) is an American professional basketball player who currently plays for the Houston Rockets of the National Basketball Association (NBA). He is 6 ft 9 in (2.06 m) tall and can play both forward positions. He played college basketball at Tennessee State University.","NULL",2.0574
489,"Robert Covington","HOU","$150000","","","","","","","$150000","","","","","","","","","","","Bellwood Illinois","http://dbpedia.org/resource/Bellwood,_Illinois",97524,"NULL","1990-12-14","Tennessee State Tigers basketball","Robert Covington (born December 14 1990) is an American professional basketball player who currently plays for the Houston Rockets of the National Basketball Association (NBA). He is 6 ft 9 in (2.06 m) tall and can play both forward positions. He played college basketball at Tennessee State University.","NULL",2.0574
404,"Robert Sacre","LAL","$915243","$981348","","","","","Non Bird Rights","$915243","","","","","","","","Bobby_Sacre","29867 followers ","","Baton Rouge Louisiana","http://dbpedia.org/resource/Baton_Rouge,_Louisiana",117936,"NULL","1989-06-06","Gonzaga Bulldogs men's basketball","Robert Sacre (born June 6 1989) is a professional basketball player who currently plays for the Los Angeles Lakers of the National Basketball Association (NBA). A dual citizen of both the United States and Canada he has played for the Canadian national basketball team. After playing college basketball for the Gonzaga Bulldogs he was selected by the Los Angeles Lakers with the last overall pick in the second round of the 2012 NBA Draft.","NULL",2.1336
122,"Robin Lopez","POR","$6124728","","","","","","Bird Rights","$5340229","","","","","","","","rolopez42","86138 followers ","","North Hollywood Los Angeles","http://dbpedia.org/resource/North_Hollywood,_Los_Angeles",115668,"NULL","1988-04-01","Stanford Cardinal men's basketball","Robin Byron Lopez (born April 1 1988) is an American professional basketball player who currently plays for the Portland Trail Blazers of the National Basketball Association (NBA). He was selected as the 15th pick in the 2008 NBA Draft by the Phoenix Suns was traded to the New Orleans Hornets in 2012 and was traded to Portland in 2013. He played college basketball for Stanford and is the twin brother of current Brooklyn Nets player Brook Lopez.","NULL",2.1336
341,"Rodney Hood","UTA","$1290360","$1348440","$1406520","$2386864","","","1st Round Pick","$2638800","","","","","","","","","","","Meridian Mississippi","http://dbpedia.org/resource/Meridian,_Mississippi",97524,"NULL","1992-10-20","Mississippi State Bulldogs basketball","Rodney Hood (born October 20 1992) is an American college basketball player for the Duke Blue Devils.Hood attended the Meridian High School in Meridian Mississippi and was a five-star recruit by Rivals.com. He committed to Mississippi State in October 2010. After one season he transferred to Duke University. After sitting out a year due to transfer rules he started the season as a starter for the Blue Devils.","NULL",2.032
347,"Rodney Stuckey","IND","$1227985","","","","","","Minimum Salary","$1227985","","","","","","","","","","","{Kent Washington|Seattle|Washington (state)}","{http://dbpedia.org/resource/Kent,_Washington|http://dbpedia.org/resource/Seattle|http://dbpedia.org/resource/Washington_(state)}",92988,"NULL","1986-04-21","Eastern Washington Eagles men's basketball","Rodney Norvell Stuckey (born April 21 1986) is an American professional basketball player who currently plays for the Detroit Pistons of the National Basketball Association (NBA).","NULL",1.9558
336,"Ronnie Price","LAL","$1316809","","","","","","Minimum Salary","","","","","","","","","","","","Friendswood Texas","http://dbpedia.org/resource/Friendswood,_Texas",86184,"NULL","1983-06-21","{Nicholls State Colonels men's basketball|Utah Valley Wolverines men's basketball}","Ronald D'Wayne Ronnie Price (born June 21 1983) is an American professional basketball player who currently plays for the Orlando Magic of the NBA. Price grew up in Friendswood Texas and played college basketball for one year at Nicholls State and three years at Utah Valley. Price was not drafted in the 2005 NBA Draft and played for the Sacramento Kings from 2005 to 2008. Price then played for the Utah Jazz Phoenix Suns and Portland Trail Blazers.","Clear Brook High School",1.8796
314,"Ronny Turiaf","PHI","$1500000","","","","","","","$1500000","","","","","","","","Ronny_Turiaf","78749 followers ","","{Martinique|Le Robert}","{http://dbpedia.org/resource/Martinique|http://dbpedia.org/resource/Le_Robert}",109318,"NULL","1983-01-13","Gonzaga Bulldogs men's basketball","Ronny Turiaf /ˈroʊni ˈtɜriɑːf/ (born January 13 1983) is a French professional basketball player who currently plays for the Minnesota Timberwolves of the National Basketball Association (NBA). Turiaf has been a member of the French national basketball team.Turiaf grew up in Martinique then attended high school in Paris and college at Gonzaga University in the United States.","NULL",2.0828
25,"Roy Hibbert","IND","$14898938","$15514031","","","","","Bird Rights","$14898938","","","","","","","","Hoya2aPacer","355819 followers ","","{Queens|New York}","{http://dbpedia.org/resource/Queens|http://dbpedia.org/resource/New_York}",131544,"NULL","1986-12-11","Georgetown Hoyas men's basketball","Roy Denzil Hibbert (born December 11 1986) is an American-Jamaican professional basketball center with the Indiana Pacers of the National Basketball Association (NBA). He graduated from Georgetown University in 2008. He was drafted 17th overall in the 2008 NBA Draft by the Toronto Raptors and was immediately traded to the Pacers on draft night. He has represented the Jamaican national team in international competition; he was eligible because he has dual U.S. and Jamaican citizenship.","NULL",2.1844
11,"Rudy Gay","SAC","$19317325","$12403101","$13333333","$14263566","","","Bird Rights","$45053759","","","","","","","","RudyGay8","1101898 followers ","","Baltimore","http://dbpedia.org/resource/Baltimore",104328,"NULL","1986-08-17","Connecticut Huskies men's basketball","Rudy Carlton Gay Jr. (born August 17 1986) is an American professional basketball player who currently plays for the Sacramento Kings of the National Basketball Association (NBA). He played college basketball at the University of Connecticut.","NULL",2.032
361,"Rudy Gobert","UTA","$1127400","$1175880","$2121288","","","","1st Round Pick","$1127400","","","","","","","","rudygobert15","28553 followers ","","{Saint-Quentin Aisne|France}","{http://dbpedia.org/resource/Saint-Quentin,_Aisne|http://dbpedia.org/resource/France}",111132,"NULL","1992-06-26","NULL","Rudy Gobert (born June 26 1992) is a French professional basketball player who currently plays for the Utah Jazz of the National Basketball Association (NBA).","NULL",2.159
20,"Russell Westbrook","OKC","$15719062","$16744218","$17769374","","","","Bird Rights","$50232654","","","","","","","","russwest44","2178022 followers ","","Long Beach California","http://dbpedia.org/resource/Long_Beach,_California",90720,"NULL","1988-11-12","UCLA Bruins men's basketball","Russell Westbrook (born November 12 1988) is an American professional basketball player who currently plays for the Oklahoma City Thunder of the National Basketball Association (NBA). The point guard is a three-time All-Star and a three-time member of the All-NBA Second Team.Westbrook played high school basketball for Leuzinger High School before playing two seasons of college basketball for the UCLA Bruins.","NULL",1.905
335,"Ryan Hollins","SAC","$1316809","","","","","","Minimum Salary","$1316809","","","","","","","","TheRyanHollins","22187 followers ","","{California|Pasadena California}","{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Pasadena,_California}",108864,"NULL","1984-10-10","UCLA Bruins men's basketball","Ryan Kenwood Hollins (born October 10 1984) is an American professional basketball player who currently plays for the Los Angeles Clippers of the National Basketball Association (NBA). He is a 7-foot center who played collegiately for the UCLA Bruins.","NULL",2.1336
186,"Samuel Dalembert","NYK","$3867282","","","","","","","$1800000","","","","","","","","","","","{Haiti|Port-au-Prince}","{http://dbpedia.org/resource/Haiti|http://dbpedia.org/resource/Port-au-Prince}",113400,"Canada","1981-05-10","Seton Hall Pirates men's basketball","Samuel Davis Dalembert (born May 10 1981) is a Haitian-Canadian professional basketball player who currently plays for the Dallas Mavericks of the NBA. He played college basketball at Seton Hall University. He is known for his excellent shot blocking ability; he has averaged about two blocks per game over his NBA career placing him among the league's elite in this category.","NULL",2.1082
517,"Sean Kilpatrick","GSW","$35000","","","","","","","$35000","","","","","","","","","","","Yonkers New York","http://dbpedia.org/resource/Yonkers,_New_York",95256,"NULL","1990-01-06","Cincinnati Bearcats men's basketball","Sean Redell Kilpatrick (born January 6 1990) is an American college basketball player currently a senior at the University of Cincinnati. A 6'4 shooting guard born in Yonkers New York he is one of the leading scorers in the American Athletic Conference.","NULL",1.9304
399,"Sebastian Telfair","OKC","$915243","","","","","","","$915243","","","","","","","","BassyS31T","68098 followers ","","{Brooklyn|New York}","{http://dbpedia.org/resource/Brooklyn|http://dbpedia.org/resource/New_York}",77112,"NULL","1985-06-09","NULL","Sebastian Telfair (born June 9 1985) is an American professional basketball player who currently plays for the Tianjin Ronggang of the Chinese Basketball Association (CBA). Telfair was the 13th overall pick in the 2004 NBA Draft by the Portland Trail Blazers out of Abraham Lincoln High School. He had committed to the University of Louisville and head coach Rick Pitino during his senior year but decided to turn professional instead. Telfair is the cousin of former NBA player Stephon Marbury.","NULL",1.8288
40,"Serge Ibaka","OKC","$12350000","$12350000","$12350000","","","","Bird Rights","$36750000","","","","","","","","sergeibaka9","641622 followers ","","{Brazzaville|Republic of the Congo}","{http://dbpedia.org/resource/Brazzaville|http://dbpedia.org/resource/Republic_of_the_Congo}",111132,"NULL","1989-09-18","NULL","Serge Jonas Ibaka Ngobila (born September 18 1989) is a Congolese-Spanish professional basketball player who plays the power forward position for the Oklahoma City Thunder of the National Basketball Association (NBA). Ibaka was drafted by the Thunder's former incarnation the Seattle SuperSonics with the 24th overall pick in the 2008 NBA Draft. He is referred to as Air Congo Serge Protector and Iblocka by his teammates in reference to his shot-blocking skills.","NULL",2.0828
312,"Sergey Karasev","BRK","$1533840","$1599840","$2463754","","","","1st Round Pick","$1533840","","","","","","","","","","","{Russia|Saint Petersburg}","{http://dbpedia.org/resource/Russia|http://dbpedia.org/resource/Saint_Petersburg}",88905.60000000001,"NULL","1993-10-26","NULL","Sergey Vasiliyevich Karasev (Russian: Серге́й Васильевич Карасёв; born October 26 1993) is a Russian professional basketball player who currently plays for the Cleveland Cavaliers of the National Basketball Association (NBA). He previously played for Triumph Lyubertsy. He was drafted with the 19th pick in the 2013 NBA draft by the Cleveland Cavaliers.","NULL",2.0066
493,"Seth Curry","ORL","$100000","","","","","","","$100000","","","","","","","","","","","Charlotte North Carolina","http://dbpedia.org/resource/Charlotte,_North_Carolina",81648,"NULL","1990-08-23","{Liberty Flames basketball|Duke Blue Devils men's basketball}","Seth Adham Curry (born August 23 1990) is an American professional basketball player who currently plays for the Santa Cruz Warriors of the NBA D-League. A native of Charlotte North Carolina Curry played collegiately for Liberty University before transferring to Duke University.","NULL",1.8542
290,"Shabazz Muhammad","MIN","$1971960","$2056920","$3046299","","","","1st Round Pick","$4028880","","","","","","","","ShabazzMuhammad","104137 followers ","","{Nevada|Long Beach California}","{http://dbpedia.org/resource/Nevada|http://dbpedia.org/resource/Long_Beach,_California}",100699,"NULL","{1990-11-13|1992-11-13}","UCLA Bruins men's basketball","Shabazz Nagee Muhammad (born November 13 1992) is an American professional basketball player who currently plays for the Minnesota Timberwolves of the National Basketball Association (NBA). He played his college basketball at UCLA. In his first season in the Pacific-12 Conference he was named to the All-Pac-12 first team and voted co-Pac-12 Freshman of the Year.Muhammad went to Bishop Gorman High School where he was named Mr.","NULL",1.9812
345,"Shabazz Napier","MIA","$1238640","$1294440","$1350120","$2361360","","","1st Round Pick","$2533080","","","","","","","","","","","Roxbury Boston","http://dbpedia.org/resource/Roxbury,_Boston",82555.2,"NULL","1991-07-14","Connecticut Huskies men's basketball","Shabazz Bozie Napier (born July 14 1991) is an American college basketball player who recently completed his senior season at the University of Connecticut. Napier was a key player for the Huskies' 2010–11 NCAA Championship team as he made the Big East All Rookie team.Following his junior season Napier was selected on the All-Big East First team.","NULL",1.8542
309,"Shane Larkin","NYK","$1606080","$1675320","$2576642","","","","1st Round Pick","$1606080","","","","","","","","ShaneLarkin_3","49269 followers ","","{Ohio|Cincinnati}","{http://dbpedia.org/resource/Ohio|http://dbpedia.org/resource/Cincinnati}",79833.60000000001,"NULL","1992-10-02","Miami Hurricanes men's basketball","DeShane Shane Larkin (born October 2 1992) is an American professional basketball player who currently plays for the Dallas Mavericks of the NBA. He played college basketball at the University of Miami. He was selected by the Atlanta Hawks with the 18th overall pick in the 2013 NBA Draft. Larkin is the son of Baseball Hall of Famer Barry Larkin.","NULL",1.8034
144,"Shaun Livingston","GSW","$5305000","$5543725","$5782450","","","","MLE","$13848725","","","","","","","","ShaunLivingston","16603 followers ","","Peoria Illinois","http://dbpedia.org/resource/Peoria,_Illinois",79380,"NULL","1985-09-11","NULL","Shaun Patrick Livingston (born September 11 1985) is an American professional basketball player for the Brooklyn Nets of the NBA.","NULL",2.0066
349,"Shavlik Randolph","BOS","$1227985","","","","","","Minimum Salary","","","","","","","","","","","","Raleigh North Carolina","http://dbpedia.org/resource/Raleigh,_North_Carolina",107050,"NULL","1983-11-24","Duke Blue Devils men's basketball","Ronald Shavlik Randolph (born November 24 1983) is an American professional basketball player who currently plays for the Phoenix Suns of the National Basketball Association (NBA). Randolph played for Duke University from 2002 to 2005.","NULL",2.0828
324,"Shawn Marion","CLE","$1448490","","","","","","Minimum Salary","$1448490","","","","","","","","matrix31","511944 followers ","","Waukegan Illinois","http://dbpedia.org/resource/Waukegan,_Illinois",103421,"NULL","1978-05-07","{Vincennes University|UNLV Runnin' Rebels basketball}","Shawn Dwayne Marion (born May 7 1978) is an American professional basketball player for the Dallas Mavericks of the National Basketball Association (NBA). Born in Waukegan Illinois Marion attended high school in Clarksville Tennessee. Before transferring to the University of Nevada-Las Vegas Marion attended the junior college Vincennes University for two years.","NULL",2.0066
346,"Shawne Williams","MIA","$1227985","$1356146","","","","","Minimum Salary","$1227985","","","","","","","","JuliAn_TheDon","3209 followers ","","{Memphis Tennessee|Memphis Tigers men's basketball}","{http://dbpedia.org/resource/Memphis,_Tennessee|http://dbpedia.org/resource/Memphis_Tigers_men's_basketball}",104328,"NULL","1986-02-16","Memphis Tigers men's basketball","Shawne Brian Williams (born February 16 1986) is an American professional basketball player who currently plays for the Los Angeles D-Fenders of the NBA. He was originally selected 17th overall in the 2006 NBA Draft out of University of Memphis by the Indiana Pacers.","{Laurinburg North Carolina|Laurinburg Institute}",2.0574
256,"Shelvin Mack","ATL","$2433333","$2433333","$2433334","","","","Cap Space","$4866666","","","","","","","","ShelvinMack","22259 followers ","","Lexington Kentucky","http://dbpedia.org/resource/Lexington,_Kentucky",93895.2,"NULL","1990-04-22","Butler Bulldogs men's basketball","Shelvin Bernard Mack Jr. (born April 22 1990) is an American professional basketball guard with the Atlanta Hawks of the National Basketball Association (NBA).","NULL",1.905
449,"Spencer Dinwiddie","DET","$700000","$845059","$980431","","","","Cap Space","$1545059","","","","","","","","","","","Woodland Hills Los Angeles","http://dbpedia.org/resource/Woodland_Hills,_Los_Angeles",90720,"NULL","1993-04-06","Colorado Buffaloes men's basketball","Spencer Dinwiddie is an American basketball player who currently plays for the Colorado Buffaloes men's basketball team. The California native was known to be an elite high school athlete when he attended William Howard Taft High School in Woodland Hills California.","NULL",1.9812
143,"Spencer Hawes","LAC","$5305000","$5543725","$5782450","$6021175","","","MLE","$16631175","","","","","","","","spencerhawes00","51922 followers ","","{Seattle|Washington (state)}","{http://dbpedia.org/resource/Seattle|http://dbpedia.org/resource/Washington_(state)}",111132,"NULL","1988-04-28","Washington Huskies men's basketball","Spencer Mason Hawes (born April 28 1988) is an American professional basketball player who currently plays for the Cleveland Cavaliers of the NBA. He was selected by the Sacramento Kings in the 2007 NBA Draft and is the nephew of Steve Hawes a retired NBA player.","NULL",2.159
275,"Steve Blake","POR","$2077000","$2170465","","","","","BAE","$2077000","","","","","","","","SteveBlake5","167475 followers ","","Hollywood Florida","http://dbpedia.org/resource/Hollywood,_Florida",78019.2,"NULL","{1979-02-26|1980-02-26}","Maryland Terrapins men's basketball","Steven Hanson Steve Blake (born February 26 1980) is an American professional basketball point guard for the Golden State Warriors of the National Basketball Association (NBA). Previously he played for the Washington Wizards Milwaukee Bucks Denver Nuggets Portland Trail Blazers Los Angeles Clippers and Los Angeles Lakers.","NULL",1.905
64,"Steve Nash","LAL","$9701000","","","","","","Bird Rights","$9701000","","","","","","","","SteveNash","2217004 followers ","","Johannesburg","http://dbpedia.org/resource/Johannesburg",80740.8,"NULL","1974-02-07","Santa Clara Broncos men's basketball","Stephen John Steve Nash OC OBC (born 7 February 1974) is a Canadian professional basketball player who currently plays for the Los Angeles Lakers of the National Basketball Association (NBA). After a successful high-school basketball career in British Columbia he earned a scholarship to Santa Clara University in California.","NULL",1.905
200,"Steve Novak","UTA","$3445946","$3750000","","","","","Early Bird","$7195946","","","","","","","","stevenovak16","134892 followers ","","Libertyville Illinois","http://dbpedia.org/resource/Libertyville,_Illinois",106596,"NULL","NULL","Marquette Golden Eagles men's basketball","Steven Michael Novak (born June 13 c. 1983) is an American professional basketball player who currently plays for the Toronto Raptors of the National Basketball Association (NBA). He is listed as 6'10 235 lbs. He played college basketball in the National Collegiate Athletic Association (NCAA) at Marquette University. Novak splits time at both small forward and power forward. He was born in Libertyville Illinois.","NULL",2.0828
268,"Steven Adams","OKC","$2184960","$2279040","$3140517","","","","1st Round Pick","$4464000","","","","","","","","RealStevenAdams","54721 followers ","","{Rotorua|New Zealand}","{http://dbpedia.org/resource/Rotorua|http://dbpedia.org/resource/New_Zealand}",115668,"New Zealand","1993-07-20","Pittsburgh Panthers men's basketball","Steven Funaki Adams (born 20 July 1993) is a New Zealand professional basketball player who currently plays for the Oklahoma City Thunder of the National Basketball Association (NBA). After playing college basketball for the Pittsburgh Panthers he was labeled a top international prospect for the NBA. Adams was selected by the Thunder with the 12th overall pick in the 2013 NBA Draft.","NULL",2.1336
86,"Taj Gibson","CHI","$8000000","$8500000","$8950000","","","","Bird Rights","$25450000","","","","","","","","TajGibson22","287083 followers ","","{Brooklyn|New York}","{http://dbpedia.org/resource/Brooklyn|http://dbpedia.org/resource/New_York}",102060,"NULL","1985-06-24","USC Trojans men's basketball","Taj Jami Gibson (born June 24 1985) is an American professional basketball player who currently plays for the Chicago Bulls of the National Basketball Association (NBA). Following the 2010 signing of Carlos Boozer he has played as the second string power forward. Gibson played three seasons of collegiate basketball for the USC Trojans and was selected 26th overall by the Bulls in the 2009 NBA Draft.","NULL",2.0574
