City,State,DMA Region,DMA Region Code,Criteria ID
Gilman,Iowa,"Des Moines-Ames, IA",679,1015799
Gladbrook,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015800
Glenwood,Iowa,"Omaha, NE",652,1015801
Glidden,Iowa,"Des Moines-Ames, IA",679,1015802
Goldfield,Iowa,"Des Moines-Ames, IA",679,1015803
Goose Lake,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015804
Gowrie,Iowa,"Des Moines-Ames, IA",679,1015805
Graettinger,Iowa,"Sioux City, IA",624,1015806
Grand Junction,Iowa,"Des Moines-Ames, IA",679,1015807
Grand Mound,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015808
Granger,Iowa,"Des Moines-Ames, IA",679,1015809
Granville,Iowa,"Sioux City, IA",624,1015810
Greene,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015811
Greenfield,Iowa,"Des Moines-Ames, IA",679,1015812
Grimes,Iowa,"Des Moines-Ames, IA",679,1015813
Grinnell,Iowa,"Des Moines-Ames, IA",679,1015814
Griswold,Iowa,"Omaha, NE",652,1015815
Grundy Center,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015816
Guthrie Center,Iowa,"Des Moines-Ames, IA",679,1015817
Guttenberg,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015818
Hamburg,Iowa,"Omaha, NE",652,1015819
Hampton,Iowa,"Des Moines-Ames, IA",679,1015820
Harlan,Iowa,"Omaha, NE",652,1015821
Hartley,Iowa,"Sioux City, IA",624,1015822
Hartwick,Iowa,"Des Moines-Ames, IA",679,1015823
Hastings,Iowa,"Omaha, NE",652,1015824
Havelock,Iowa,"Des Moines-Ames, IA",679,1015825
Hawarden,Iowa,"Sioux City, IA",624,1015826
Henderson,Iowa,"Omaha, NE",652,1015827
Hiawatha,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015828
Hills,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015829
Hinton,Iowa,"Sioux City, IA",624,1015830
Holstein,Iowa,"Sioux City, IA",624,1015831
Hornick,Iowa,"Sioux City, IA",624,1015832
Hospers,Iowa,"Sioux City, IA",624,1015833
Hubbard,Iowa,"Des Moines-Ames, IA",679,1015834
Hudson,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015835
Hull,Iowa,"Sioux City, IA",624,1015836
Humboldt,Iowa,"Des Moines-Ames, IA",679,1015837
Humeston,Iowa,"Des Moines-Ames, IA",679,1015838
Huxley,Iowa,"Des Moines-Ames, IA",679,1015839
Ida Grove,Iowa,"Sioux City, IA",624,1015840
Independence,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015841
Indianola,Iowa,"Des Moines-Ames, IA",679,1015842
Inwood,Iowa,"Sioux Falls(Mitchell), SD",725,1015843
Iowa City,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015844
Iowa Falls,Iowa,"Des Moines-Ames, IA",679,1015845
Janesville,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015846
Jefferson,Iowa,"Des Moines-Ames, IA",679,1015847
Jesup,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015848
Jewell,Iowa,"Des Moines-Ames, IA",679,1015849
Johnston,Iowa,"Des Moines-Ames, IA",679,1015850
Kalona,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015851
Kamrar,Iowa,"Des Moines-Ames, IA",679,1015852
Kanawha,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015853
Kensett,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015854
Keokuk,Iowa,"Quincy, IL-Hannibal, MO-Keokuk, IA",717,1015855
Keosauqua,Iowa,"Ottumwa, IA-Kirksville, MO",631,1015856
Keota,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015857
Keystone,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015858
Kingsley,Iowa,"Sioux City, IA",624,1015859
Knoxville,Iowa,"Des Moines-Ames, IA",679,1015860
La Porte City,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015861
Lake City,Iowa,"Des Moines-Ames, IA",679,1015862
Lake Mills,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015863
Lake Park,Iowa,"Sioux City, IA",624,1015864
Lake View,Iowa,"Sioux City, IA",624,1015865
Lamoni,Iowa,"Des Moines-Ames, IA",679,1015866
Lansing,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015867
Latimer,Iowa,"Des Moines-Ames, IA",679,1015868
Laurel,Iowa,"Des Moines-Ames, IA",679,1015869
Laurens,Iowa,"Des Moines-Ames, IA",679,1015870
Lawton,Iowa,"Sioux City, IA",624,1015871
Le Mars,Iowa,"Sioux City, IA",624,1015872
Lehigh,Iowa,"Des Moines-Ames, IA",679,1015873
Lenox,Iowa,"Des Moines-Ames, IA",679,1015874
Leon,Iowa,"Des Moines-Ames, IA",679,1015875
Letts,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015876
Liberty Center,Iowa,"Des Moines-Ames, IA",679,1015877
Lime Springs,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015878
Lineville,Iowa,"Des Moines-Ames, IA",679,1015879
Lisbon,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015880
Livermore,Iowa,"Des Moines-Ames, IA",679,1015881
Logan,Iowa,"Omaha, NE",652,1015882
Lone Tree,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015883
Lost Nation,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015884
Lovilia,Iowa,"Des Moines-Ames, IA",679,1015885
Lu Verne,Iowa,"Des Moines-Ames, IA",679,1015886
Lynnville,Iowa,"Des Moines-Ames, IA",679,1015887
Madrid,Iowa,"Des Moines-Ames, IA",679,1015888
Malcom,Iowa,"Des Moines-Ames, IA",679,1015889
Mallard,Iowa,"Sioux City, IA",624,1015890
Malvern,Iowa,"Omaha, NE",652,1015891
Manchester,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015892
Manilla,Iowa,"Omaha, NE",652,1015893
Manly,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015894
Manning,Iowa,"Des Moines-Ames, IA",679,1015895
Manson,Iowa,"Des Moines-Ames, IA",679,1015896
Mapleton,Iowa,"Sioux City, IA",624,1015897
Maquoketa,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015898
Marcus,Iowa,"Sioux City, IA",624,1015899
Marengo,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015900
Marion,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015901
Marshalltown,Iowa,"Des Moines-Ames, IA",679,1015903
Martelle,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015904
Martensdale,Iowa,"Des Moines-Ames, IA",679,1015905
Mason City,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015906
Massena,Iowa,"Omaha, NE",652,1015907
Maxwell,Iowa,"Des Moines-Ames, IA",679,1015908
Maynard,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015909
McCallsburg,Iowa,"Des Moines-Ames, IA",679,1015910
McClelland,Iowa,"Omaha, NE",652,1015911
McGregor,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015912
Mechanicsville,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015913
Mediapolis,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015914
Melbourne,Iowa,"Des Moines-Ames, IA",679,1015915
Melcher-Dallas,Iowa,"Des Moines-Ames, IA",679,1015916
Meriden,Iowa,"Sioux City, IA",624,1015917
Miles,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015918
Milford,Iowa,"Sioux City, IA",624,1015919
Millersburg,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015920
Minburn,Iowa,"Des Moines-Ames, IA",679,1015921
Missouri Valley,Iowa,"Omaha, NE",652,1015922
Mitchellville,Iowa,"Des Moines-Ames, IA",679,1015923
Mondamin,Iowa,"Omaha, NE",652,1015924
Monona,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015925
Montezuma,Iowa,"Des Moines-Ames, IA",679,1015926
Monticello,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015927
Moorhead,Iowa,"Sioux City, IA",624,1015928
Morning Sun,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015929
Moscow,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015930
Moulton,Iowa,"Des Moines-Ames, IA",679,1015931
Mount Ayr,Iowa,"Des Moines-Ames, IA",679,1015932
Mount Pleasant,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015933
Mount Vernon,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015934
Moville,Iowa,"Sioux City, IA",624,1015935
Murray,Iowa,"Des Moines-Ames, IA",679,1015936
Muscatine,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015937
Nashua,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015938
Neola,Iowa,"Omaha, NE",652,1015939
Nevada,Iowa,"Des Moines-Ames, IA",679,1015940
New Hampton,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015941
New London,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015942
New Market,Iowa,"Des Moines-Ames, IA",679,1015943
New Sharon,Iowa,"Des Moines-Ames, IA",679,1015944
Newell,Iowa,"Sioux City, IA",624,1015945
Newhall,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015946
Newton,Iowa,"Des Moines-Ames, IA",679,1015947
Nora Springs,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015948
North English,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015949
North Liberty,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015950
Northwood,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015951
Norwalk,Iowa,"Des Moines-Ames, IA",679,1015952
Norway,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015953
Oakdale,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015954
Oakland,Iowa,"Omaha, NE",652,1015955
Oakville,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015956
Ocheyedan,Iowa,"Sioux Falls(Mitchell), SD",725,1015957
Odebolt,Iowa,"Sioux City, IA",624,1015958
Oelwein,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015959
Ogden,Iowa,"Des Moines-Ames, IA",679,1015960
Okoboji,Iowa,"Sioux City, IA",624,1015961
Olin,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015962
Onawa,Iowa,"Sioux City, IA",624,1015963
Oran,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015964
Orange City,Iowa,"Sioux City, IA",624,1015965
Orient,Iowa,"Des Moines-Ames, IA",679,1015966
Osage,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015967
Osceola,Iowa,"Des Moines-Ames, IA",679,1015968
Oskaloosa,Iowa,"Des Moines-Ames, IA",679,1015969
Ottumwa,Iowa,"Ottumwa, IA-Kirksville, MO",631,1015970
Oxford,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015971
Oxford Junction,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015972
Packwood,Iowa,"Ottumwa, IA-Kirksville, MO",631,1015973
Palmer,Iowa,"Des Moines-Ames, IA",679,1015974
Palo,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015975
Panama,Iowa,"Omaha, NE",652,1015976
Panora,Iowa,"Des Moines-Ames, IA",679,1015977
Parkersburg,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015978
Patterson,Iowa,"Des Moines-Ames, IA",679,1015979
Paullina,Iowa,"Sioux City, IA",624,1015980
Pella,Iowa,"Des Moines-Ames, IA",679,1015981
Peosta,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015982
Perry,Iowa,"Des Moines-Ames, IA",679,1015983
Plainfield,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015984
Pleasantville,Iowa,"Des Moines-Ames, IA",679,1015986
Pocahontas,Iowa,"Des Moines-Ames, IA",679,1015987
Pomeroy,Iowa,"Des Moines-Ames, IA",679,1015989
Postville,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015990
Prairie City,Iowa,"Des Moines-Ames, IA",679,1015991
Preston,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015992
Primghar,Iowa,"Sioux City, IA",624,1015993
Ralston,Iowa,"Des Moines-Ames, IA",679,1015994
Readlyn,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015995
Red Oak,Iowa,"Omaha, NE",652,1015996
Reinbeck,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015997
Remsen,Iowa,"Sioux City, IA",624,1015998
Riceville,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015999
Richland,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016000
Ringsted,Iowa,"Sioux City, IA",624,1016001
Riverside,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016002
Robins,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016003
Rock Rapids,Iowa,"Sioux Falls(Mitchell), SD",725,1016004
Rock Valley,Iowa,"Sioux City, IA",624,1016005
Rockford,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1016006
Rockwell,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1016007
Rockwell City,Iowa,"Des Moines-Ames, IA",679,1016008
Rudd,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1016009
Runnells,Iowa,"Des Moines-Ames, IA",679,1016010
Ruthven,Iowa,"Sioux City, IA",624,1016011
Sabula,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1016012
Sac City,Iowa,"Sioux City, IA",624,1016013
Salix,Iowa,"Sioux City, IA",624,1016014
Schaller,Iowa,"Sioux City, IA",624,1016015
Schleswig,Iowa,"Omaha, NE",652,1016016
Scranton,Iowa,"Des Moines-Ames, IA",679,1016017
Sergeant Bluff,Iowa,"Sioux City, IA",624,1016018
Seymour,Iowa,"Des Moines-Ames, IA",679,1016019
Sheffield,Iowa,"Des Moines-Ames, IA",679,1016020
Shelby,Iowa,"Omaha, NE",652,1016021
Sheldon,Iowa,"Sioux City, IA",624,1016022
Shell Rock,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016023
Shellsburg,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016024
Shenandoah,Iowa,"Omaha, NE",652,1016025
Sibley,Iowa,"Sioux Falls(Mitchell), SD",725,1016026
Sidney,Iowa,"Omaha, NE",652,1016027
Sigourney,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016028
Sioux Center,Iowa,"Sioux City, IA",624,1016029
Sioux City,Iowa,"Sioux City, IA",624,1016030
Sioux Rapids,Iowa,"Sioux City, IA",624,1016031
Slater,Iowa,"Des Moines-Ames, IA",679,1016032
Sloan,Iowa,"Sioux City, IA",624,1016033
Solon,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016034
South English,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016035
Spencer,Iowa,"Sioux City, IA",624,1016036
Sperry,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1016037
Spillville,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016038
Spirit Lake,Iowa,"Sioux City, IA",624,1016039
Springville,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016040
Saint Ansgar,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1016041
Saint Anthony,Iowa,"Des Moines-Ames, IA",679,1016042
Saint Charles,Iowa,"Des Moines-Ames, IA",679,1016043
Stanhope,Iowa,"Des Moines-Ames, IA",679,1016044
Stanton,Iowa,"Omaha, NE",652,1016045
Stanwood,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016046
State Center,Iowa,"Des Moines-Ames, IA",679,1016047
Storm Lake,Iowa,"Sioux City, IA",624,1016048
Story City,Iowa,"Des Moines-Ames, IA",679,1016049
Stratford,Iowa,"Des Moines-Ames, IA",679,1016050
Strawberry Point,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016051
Stuart,Iowa,"Des Moines-Ames, IA",679,1016052
Sully,Iowa,"Des Moines-Ames, IA",679,1016053
Sumner,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016054
Superior,Iowa,"Sioux City, IA",624,1016055
Swea City,Iowa,"Des Moines-Ames, IA",679,1016056
Swisher,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016057
Tabor,Iowa,"Omaha, NE",652,1016058
Tama,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016059
Terril,Iowa,"Sioux City, IA",624,1016060
Thompson,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1016061
Thornburg,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016062
Thornton,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1016063
Tiffin,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016064
Tipton,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016065
Titonka,Iowa,"Des Moines-Ames, IA",679,1016066
Toledo,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016067
Traer,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016068
Treynor,Iowa,"Omaha, NE",652,1016069
Tripoli,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016070
Troy Mills,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016071
Truro,Iowa,"Des Moines-Ames, IA",679,1016072
Underwood,Iowa,"Omaha, NE",652,1016073
Union,Iowa,"Des Moines-Ames, IA",679,1016074
Unionville,Iowa,"Des Moines-Ames, IA",679,1016075
Urbana,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016076
Urbandale,Iowa,"Des Moines-Ames, IA",679,1016077
Vail,Iowa,"Omaha, NE",652,1016078
Van Horne,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016079
Van Meter,Iowa,"Des Moines-Ames, IA",679,1016080
Ventura,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1016081
Victor,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016082
Villisca,Iowa,"Omaha, NE",652,1016083
Vinton,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016084
Walcott,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1016085
Wall Lake,Iowa,"Sioux City, IA",624,1016086
Walnut,Iowa,"Omaha, NE",652,1016087
Wapello,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1016088
Washington,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016089
Waterloo,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016090
Waucoma,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016091
Waukee,Iowa,"Des Moines-Ames, IA",679,1016092
Waukon,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016093
Waverly,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016094
Wayland,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1016095
Webster City,Iowa,"Des Moines-Ames, IA",679,1016096
Wellman,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016097
Wellsburg,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016098
Wesley,Iowa,"Des Moines-Ames, IA",679,1016099
West Bend,Iowa,"Sioux City, IA",624,1016100
West Bend,Iowa,"Des Moines-Ames, IA",679,1016100
West Branch,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016101
West Burlington,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1016102
West Des Moines,Iowa,"Des Moines-Ames, IA",679,1016103
West Liberty,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1016104
West Point,Iowa,"Quincy, IL-Hannibal, MO-Keokuk, IA",717,1016105
West Union,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016106
Westside,Iowa,"Omaha, NE",652,1016107
What Cheer,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016108
Wheatland,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1016109
Whiting,Iowa,"Sioux City, IA",624,1016110
Williamsburg,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016111
Wilton,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1016112
Winterset,Iowa,"Des Moines-Ames, IA",679,1016113
Winthrop,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016114
Woden,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1016115
Woodbine,Iowa,"Omaha, NE",652,1016116
Woodward,Iowa,"Des Moines-Ames, IA",679,1016117
Woolstock,Iowa,"Des Moines-Ames, IA",679,1016118
Wyoming,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1016119
Zearing,Iowa,"Des Moines-Ames, IA",679,1016120
Ely,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,9051906
Le Claire,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,9052307
Pleasant Hill,Iowa,"Des Moines-Ames, IA",679,9052684
Aberdeen,Idaho,"Idaho Falls-Pocatello, ID",758,1016121
American Falls,Idaho,"Idaho Falls-Pocatello, ID",758,1016122
Arco,Idaho,"Idaho Falls-Pocatello, ID",758,1016123
Arimo,Idaho,"Idaho Falls-Pocatello, ID",758,1016124
Athol,Idaho,"Spokane, WA",881,1016125
Atlanta,Idaho,"Boise, ID",757,1016126
Avery,Idaho,"Spokane, WA",881,1016127
Bancroft,Idaho,"Idaho Falls-Pocatello, ID",758,1016128
Blackfoot,Idaho,"Idaho Falls-Pocatello, ID",758,1016129
Bliss,Idaho,"Twin Falls, ID",760,1016130
Boise,Idaho,"Boise, ID",757,1016131
Bonners Ferry,Idaho,"Spokane, WA",881,1016132
Bruneau,Idaho,"Boise, ID",757,1016133
Buhl,Idaho,"Twin Falls, ID",760,1016134
Burley,Idaho,"Twin Falls, ID",760,1016135
Caldwell,Idaho,"Boise, ID",757,1016136
Cambridge,Idaho,"Boise, ID",757,1016137
Cascade,Idaho,"Boise, ID",757,1016138
Challis,Idaho,"Idaho Falls-Pocatello, ID",758,1016139
Coeur d Alene,Idaho,"Spokane, WA",881,1016140
Cottonwood,Idaho,"Spokane, WA",881,1016141
Council,Idaho,"Boise, ID",757,1016142
Craigmont,Idaho,"Spokane, WA",881,1016143
Culdesac,Idaho,"Spokane, WA",881,1016144
Dayton,Idaho,"Salt Lake City, UT",770,1016145
De Smet,Idaho,"Spokane, WA",881,1016146
Dietrich,Idaho,"Twin Falls, ID",760,1016147
Driggs,Idaho,"Idaho Falls-Pocatello, ID",758,1016148
Eagle,Idaho,"Boise, ID",757,1016149
Emmett,Idaho,"Boise, ID",757,1016150
Fairfield,Idaho,"Boise, ID",757,1016151
Filer,Idaho,"Twin Falls, ID",760,1016152
Firth,Idaho,"Idaho Falls-Pocatello, ID",758,1016153
Fruitland,Idaho,"Boise, ID",757,1016154
Fort Hall,Idaho,"Idaho Falls-Pocatello, ID",758,1016155
Garden City,Idaho,"Boise, ID",757,1016156
Garden Valley,Idaho,"Boise, ID",757,1016157
Gibbonsville,Idaho,"Idaho Falls-Pocatello, ID",758,1016158
Glenns Ferry,Idaho,"Boise, ID",757,1016159
Gooding,Idaho,"Twin Falls, ID",760,1016160
Grace,Idaho,"Idaho Falls-Pocatello, ID",758,1016161
Grand View,Idaho,"Boise, ID",757,1016162
Grangeville,Idaho,"Spokane, WA",881,1016163
Hagerman,Idaho,"Twin Falls, ID",760,1016164
Hailey,Idaho,"Twin Falls, ID",760,1016165
Hansen,Idaho,"Twin Falls, ID",760,1016166
Harrison,Idaho,"Spokane, WA",881,1016167
Hayden,Idaho,"Spokane, WA",881,1016168
Hazelton,Idaho,"Twin Falls, ID",760,1016169
Homedale,Idaho,"Boise, ID",757,1016170
Horseshoe Bend,Idaho,"Boise, ID",757,1016171
Idaho City,Idaho,"Boise, ID",757,1016172
Idaho Falls,Idaho,"Idaho Falls-Pocatello, ID",758,1016173
Irwin,Idaho,"Idaho Falls-Pocatello, ID",758,1016174
Jerome,Idaho,"Twin Falls, ID",760,1016175
Kamiah,Idaho,"Spokane, WA",881,1016176
Kellogg,Idaho,"Spokane, WA",881,1016177
Kendrick,Idaho,"Spokane, WA",881,1016178
Ketchum,Idaho,"Twin Falls, ID",760,1016179
Kootenai,Idaho,"Spokane, WA",881,1016180
Kuna,Idaho,"Boise, ID",757,1016181
Laclede,Idaho,"Spokane, WA",881,1016182
Lapwai,Idaho,"Spokane, WA",881,1016183
Lewiston,Idaho,"Spokane, WA",881,1016184
Mackay,Idaho,"Idaho Falls-Pocatello, ID",758,1016185
Malad City,Idaho,"Salt Lake City, UT",770,1016186
Marsing,Idaho,"Boise, ID",757,1016187
McCall,Idaho,"Boise, ID",757,1016188
McCammon,Idaho,"Idaho Falls-Pocatello, ID",758,1016189
Melba,Idaho,"Boise, ID",757,1016190
Meridian,Idaho,"Boise, ID",757,1016191
Middleton,Idaho,"Boise, ID",757,1016192
Midvale,Idaho,"Boise, ID",757,1016193
Minidoka,Idaho,"Twin Falls, ID",760,1016194
Montpelier,Idaho,"Salt Lake City, UT",770,1016195
Moscow,Idaho,"Spokane, WA",881,1016196
Mountain Home,Idaho,"Boise, ID",757,1016197
Mountain Home Air Force Base,Idaho,"Boise, ID",757,1016198
Mullan,Idaho,"Spokane, WA",881,1016199
Murphy,Idaho,"Boise, ID",757,1016200
Murtaugh,Idaho,"Twin Falls, ID",760,1016201
Nampa,Idaho,"Boise, ID",757,1016202
Naples,Idaho,"Spokane, WA",881,1016203
New Meadows,Idaho,"Boise, ID",757,1016204
New Plymouth,Idaho,"Boise, ID",757,1016205
Nezperce,Idaho,"Spokane, WA",881,1016206
Notus,Idaho,"Boise, ID",757,1016207
Orofino,Idaho,"Spokane, WA",881,1016208
Osburn,Idaho,"Spokane, WA",881,1016209
Paris,Idaho,"Salt Lake City, UT",770,1016210
Parma,Idaho,"Boise, ID",757,1016211
Paul,Idaho,"Twin Falls, ID",760,1016212
Payette,Idaho,"Boise, ID",757,1016213
